I_1,I_2,I_3,I_4,I_5
-1.4136352836391666,-0.26633962641916176,2.8876193228878946,1.3728844287521218,6.330288777222607
0.4449992205686172,1.6993483957899163,6.192421729535143,1.444602041565167,3.1302337027572227
-0.8525473702882231,8.166062927639334,1.1767392447331515,3.857926256692121,5.827003579644517
2.704281619910523,-0.54939114345173,6.772778619402537,0.6805321298986566,15.406413410167993
1.5791495387171521,4.17228625279022,2.126657478068604,6.845538056473013,2.020569064407198
-0.02998592644229836,0.6260760356211104,0.8314282218532261,10.426475315991548,12.268667752055551
0.18992867638726219,3.5317473185343387,5.012875016205521,0.7868747635813214,6.967878923233436
-0.3500598602975622,1.0032798093038584,2.1471325677377346,3.397726561174264,2.903761526404976
-1.3896255366150523,3.6528908279397725,-2.269147749294873,4.44574058291518,6.838741447654607
3.4439145339806716,-1.9966186652171531,8.965359122679805,1.3797700332927931,10.532114731811282
-0.18292929530195523,3.461860269732063,-3.6335563207454644,5.213191321860302,7.503031109863428
-0.4167941082568144,7.874604637837271,2.927139826846995,6.698862587285133,6.047786073241505
-1.3352443383971067,-0.18050971333523558,2.8073833034988067,0.259585045081022,-0.9455888502633136
2.022223083497493,1.1001012252719884,1.9817199687312987,0.12189430258651557,10.08654695698458
-0.7718411242556202,0.6111302777779288,3.272670655715443,14.146092453386915,9.192830921204994
1.994416051824096,1.8530352557835297,2.000790909320064,2.723008987912511,10.850824259476285
-0.41381762774926767,3.439012102628583,0.11579841360385035,11.008052146907039,8.579767405043189
0.11134272596802908,3.576836882642731,4.348796135797453,-1.8474685382277687,2.543732429454667
1.8996116325809593,2.372338801002883,2.382578452710941,6.705915032801615,9.875988980706493
-0.4062873086170906,-1.7672204717099673,6.3210973007054925,-0.811458659755858,5.775764507203547
0.04530597879912479,4.113780041413682,0.901243272250956,4.82612532647261,3.344713856709101
2.308557037829893,-1.6157515453582785,11.857749425099264,-3.716273959060022,3.4928264807251646
2.440411151216428,4.146506692838456,-0.5681225583118538,0.06399893247386923,3.6630203547621445
0.6187665342088122,1.9273715847969428,8.726345388888422,-0.12862505486343334,18.776160985085593
2.1426392162948114,4.062477431648469,7.8075482523452635,3.2095923563463815,3.049086421738484
1.3126444416395355,3.00644165471759,8.011766696381928,-1.1323848520659654,11.492990735868464
-0.6868254098079787,2.998974726527338,0.8256634734611059,4.913079655298672,10.770414377841899
1.3169653362755835,-0.9751446100009111,-0.25757304416337634,3.1919587900873125,12.382908881310012
0.2738348144287166,5.646863890195099,-1.9391334719609674,-0.3692895208993694,1.9952111790444353
-0.8756858462203312,-1.4971842875438335,7.538788446099829,1.201796888604726,14.003154030719704
1.6787495761827778,2.0111607117375505,0.7758562510931143,2.134658120550534,1.2601604488962854
0.402549167887164,-1.0070587030295939,5.3007270254075625,9.499394356447851,5.436429500107655
-2.4631464944419688,4.379512449907408,3.5554469878128168,5.432630684236697,-7.317230444662998
1.1310970420380055,-2.3853225591798806,3.3413025506299316,2.263293201510937,3.9134837953991957
0.2657104450491441,0.7616855034017551,2.2681949749316193,9.16124078629785,8.605860509252045
1.8700000393921363,2.7025209902475136,0.28299027838886737,3.7127606726497864,1.1097340205706103
-0.07988565961382066,3.7903570924432883,-4.485459466294865,6.5264355871186535,7.339635476955178
2.097169457817907,0.024855848652292067,7.6055185456919725,-2.0553277257490024,13.805300457229354
-1.9320548859716982,2.1572451418744683,2.6629632642407324,0.4949417701279706,4.6897713099718015
4.649356170332076,-0.4157168812298462,3.779458347894467,-5.972988414589525,20.492272533445473
-1.000627919579651,5.643440159580244,1.8559533766432101,3.1995239535766373,5.1269926272667385
0.6079415336825549,-0.8015086360570933,4.07713784070844,1.583409191033529,5.537157005970739
1.6435471402898307,-0.7232558495478081,-2.3766011342812283,5.471567664057028,10.78056682976384
3.276281952870268,-1.7316171744660591,4.696324383610312,0.8349763655543896,7.866745511313994
-2.0670677111333102,7.38142237486621,-1.616187673444227,12.01828018524561,2.0281503604733007
1.501786024654966,-0.9894620227710205,4.200606061301813,-2.5064100200779,13.546230028581325
0.957873430466049,4.170977136822064,1.259439892915675,2.406883831826396,-1.6881458327057297
-0.8259205785703287,1.499068621606729,0.0576989166960411,3.272546148786034,13.464400246647038
0.7714388687074161,1.0074761930441245,5.6982617761274055,9.921992815385249,6.631422601856793
0.09674746982845983,0.8205176498585509,5.720261923429607,1.956389440182396,19.455531775021022
-3.194683312083632,4.384888839142707,3.137738116003366,10.080174410019946,5.00117264172675
3.488033593358225,2.2610633433335767,10.135057433429223,4.783262320690248,9.332483134307402
-0.6260757829405764,2.387800870567741,6.088996785367581,5.13425618842355,7.187899702179643
1.649415542592223,3.8264533970108325,0.00038926443012354817,7.749655240110055,9.777043402559483
1.1109604639831745,4.118391634402753,4.702581491073975,7.987516083513304,11.504462136405099
1.354835242944119,0.8376700007866418,5.196283079106188,-2.280946761250985,10.428951650614998
-1.0630127270072518,4.146723575972759,-0.29997582598981376,-1.1216649497660414,-1.2768558428336618
1.3724403857650813,-1.9026879118275537,5.700348733631345,3.129067025058955,17.740212769942524
1.3334163564497026,5.897713584359038,-1.1548865368949714,12.039749793170024,-5.239019615682039
-2.1631760066192283,0.005414961490913361,4.152967770667848,-1.6113369887832554,14.44198442350665
-0.0025259582022709726,0.4068123853869825,5.457831471285248,7.712404294632128,-3.6226612240580436
1.6149443997532074,-1.5073423069228895,7.07925507295349,6.170505838489761,13.998868969460045
-0.7256485574835021,7.380341798640689,7.051948010041919,0.9820098560419459,9.788966674481765
2.792976822146506,0.7544140619225619,10.120385859702326,-3.5583310946076434,7.843177620278809
0.64469167186026,3.6128652488565454,0.7137679730153961,5.423672129294413,1.4023123587107522
0.6304420928410432,3.4772880044232575,3.6540654849220737,5.739063755815879,9.887915536392676
1.701084914643788,1.8067475391002878,6.137017268036989,7.245011814810072,6.797687375858673
3.3459452316863016,0.33109920939757376,7.193497726452082,0.5764979181030254,12.649826218730794
-0.6581475344823913,3.8077634394461626,-1.25912631801045,6.552151811794767,0.3072123171512291
2.3147383949879368,2.750833574907303,6.325779257304276,-1.2980319309396435,7.702075810121264
1.3934833317461905,2.5447320269137927,4.012055991321533,0.8289505495055145,4.421833685082462
-1.0308694705577002,1.8656475553092502,5.603275672733792,8.00502359093715,4.895584396026168
0.06378555065741687,1.7935776689634622,-0.9359166719107841,3.318186508882094,2.8249512349092774
-0.11556384422134114,0.7681129331966681,3.438990762818206,4.462299022172111,10.793916395540514
-2.659577378626077,5.444964991325763,3.034502045138075,4.561592257710491,-0.9198005059369563
1.944731803545491,-4.699099355361322,5.300146273732592,7.178969888310595,8.098068813191334
1.3793498755369502,3.1650638314301593,1.202294189084346,8.05699303373198,2.8513932156487787
2.61022629176148,1.940164401539128,9.684163963288752,1.7077824251473617,4.531928823621998
2.2409942471963635,2.088770478984783,6.835393786142921,3.156942089660478,5.367279161415146
1.3215828809801067,3.1769014203160895,4.2011522954961125,3.518954911677313,9.092020061130565
-1.5378565014832948,3.282590613698863,2.1750820336088146,3.7297462847716094,9.598567034543546
2.05901871612799,-1.5289947080926394,2.185980147458543,3.1266613736387203,7.409919874869855
0.21510383840662328,5.466607069039716,4.85557018766175,4.738629513823327,2.9063478183652913
0.3666613042387592,1.3477746763322964,9.231447917460995,5.243614705664923,10.239622653101256
-0.08108584286769105,1.5137989477191005,3.635853790295921,9.486135411526277,-4.0719099150948415
