user_lat,user_lon,choice_logit,choice_nested,choice_cnl
29.65862267536029,94.93962753959686,34,34,25
11.143085624387028,44.64830033022682,37,30,37
59.93777380879396,79.23516406666718,40,44,40
89.85939309480028,20.27973343457036,42,30,76
22.61897544167516,25.913081127898,30,44,18
60.24311571396523,30.69314154991649,30,88,30
82.15398926987304,65.63660323946081,89,89,89
51.80922069233554,49.03508963822968,30,30,30
49.95999955316118,72.02741330731874,40,3,3
22.130815024079244,60.90528380291378,70,70,70
65.26244165636352,24.53481143296987,9,9,9
80.25932227232705,8.246374972188796,76,42,42
15.605199592730044,0.8944457695322816,54,30,30
87.3075021374662,99.57656816886036,94,94,94
31.3846448177717,67.37911899925142,44,34,44
15.55113737243552,97.89035442651738,25,16,25
88.60172230066613,18.025081789469954,76,42,42
18.48173969534608,14.68663635063152,30,18,30
71.12758119046339,85.00189585489525,94,82,94
0.9948871020755146,16.89618837206882,32,54,76
14.287101122656232,84.9984325953163,10,10,34
47.32457882758604,35.33766101740606,30,30,30
14.990666078023906,42.75268739188789,40,44,32
38.55293890859034,23.83089765811305,30,30,30
86.72248043832427,66.86381590625133,30,30,35
61.69302498673412,46.67312634930786,30,30,30
87.98552277611265,2.7913191299140494,55,21,42
17.21479567742412,72.71619669314622,44,30,44
48.88433147599371,74.77756218153377,40,40,44
82.53847917335334,67.36777758876984,89,89,89
86.1102564724157,69.90982590877056,30,94,94
37.19665121628801,3.5451153963996784,30,9,44
3.3479986032810105,72.16110958118156,37,37,16
90.41093390305606,63.08436267393866,89,94,94
48.33672328556059,36.89582202297808,30,30,30
96.14849542401704,11.78218516493308,55,42,76
86.88247200690138,99.1131437724134,94,94,94
10.27673408291424,49.13394030738295,94,44,37
43.99447548413378,2.972716971037337,45,45,45
47.30615855604346,66.82674016584113,30,44,44
9.339210430815614,64.60214292059462,37,37,37
82.01612386839457,74.66658707857641,94,35,30
57.41581495168582,94.81292908065528,40,30,40
37.287350931465625,42.83893837665511,37,30,30
94.90142486983896,62.39417647117741,30,94,30
57.76465088208301,37.822304154440914,18,30,30
68.42766342033715,75.90230654179584,94,94,94
12.173816827830809,62.92097542186571,37,37,37
98.69870370487682,65.17847011848704,35,94,94
9.708504848146514,86.06506255554811,44,25,53
53.170854531616285,49.44682984041544,30,30,30
11.86439039390642,67.86580599114971,37,37,37
42.119752445668745,56.79139842575361,30,30,30
23.69874234238202,7.261758982964583,30,30,44
88.87288950116337,56.16843889616886,30,30,94
91.46638781610636,94.81997632175468,94,94,94
3.222562002073892,63.99867642809409,37,37,37
17.26964059671291,82.80286562649385,16,29,10
53.33621389454141,18.194731768860805,88,88,76
0.7939626394425248,60.40604264598899,37,37,37
32.25233291735007,37.863989345876746,50,30,50
30.020610305110303,33.64308226659665,18,32,30
31.926267234878715,47.87045206789347,37,70,30
43.404020759891736,77.27172804443087,44,93,44
99.2950086585945,29.39651272382269,30,42,30
31.59122296872271,47.77407226308659,70,30,30
97.18729640301656,45.31602501747176,30,30,42
11.446987716248858,65.59594863413326,37,37,37
62.1155300157152,60.16929750771003,30,30,30
27.865052119951173,70.55060577023093,30,37,44
46.95449002739698,55.869843438921954,30,30,30
78.47811186052677,96.88407116289106,94,94,94
52.39476007956817,50.9731471351279,30,30,30
83.76216569817417,63.96155075222318,89,89,89
88.74728930379158,21.680482983118964,42,42,30
57.452382613306106,9.312043999269903,30,9,35
49.21546545485839,7.061188276916386,76,88,39
84.37803261916218,79.24719047130556,34,94,35
46.90589783671858,8.765670678760074,17,9,30
5.675779028976224,77.85254596065285,25,44,16
29.1221526464302,38.2125863250133,18,44,30
42.0599660485954,32.123881626384446,30,30,94
80.00330730591743,35.342486463149484,76,88,30
76.51094972180483,0.7397092850356723,76,21,42
55.40009140645834,4.439944793850692,30,30,30
39.29891826214148,39.74251281714858,30,30,30
62.37991458135404,89.35089247359412,40,63,40
85.69392700074067,13.30823643712018,42,42,42
41.405555628979386,90.11288754588576,34,40,34
0.0281659907133913,28.9134489951264,30,30,30
48.261350303459125,37.35144681399465,30,30,30
61.19132387401309,26.411047936859088,9,9,9
90.31404187810284,44.31211468087679,26,42,91
1.468291512587705,96.76039162543351,53,53,25
87.75622755734514,78.61672871374672,94,94,44
0.6243179969640078,14.5735807570046,11,54,30
55.74696595198277,91.53906062152429,40,40,40
6.699164585542072,92.5234879269185,53,53,25
79.07144953918092,41.295045321704194,50,39,39
92.79606490409432,8.20916196418623,55,21,21
28.08046895140126,83.61175998330229,34,30,44
46.199330185138166,90.04057516496837,40,40,40
45.39722558464133,50.48002219173646,37,30,30
76.08462924456352,44.24706544194266,76,26,39
16.406589515319002,75.23286371004932,44,37,37
49.78117274825071,8.519853158272317,17,88,30
19.68179726866613,8.200345800606213,34,99,30
79.05053210835314,80.13640533493374,40,94,82
4.289618721033572,97.21123354010342,53,53,53
4.346763917307717,95.63132595967708,94,53,53
65.24498900204526,12.810952784397534,55,55,55
35.21216979167004,99.3823064813928,34,44,16
50.99813552594277,42.26283767622942,30,30,30
70.4239749081911,16.57468797644446,55,55,55
69.4546928687456,60.776879597942255,30,30,82
65.95701074014525,59.049383942485214,30,30,94
68.12894486976583,53.159759415349285,76,30,30
60.08394840663874,92.92534959840653,30,16,40
68.58556635492324,9.98908182311633,55,42,58
57.09073530917658,9.207451267354328,30,30,30
92.15633840215604,22.42677769983873,42,42,42
5.444423079697414,66.17375277479147,37,44,37
44.97495358589941,43.26042113263232,37,30,30
46.304582405013406,65.92948720579281,44,30,3
52.275006908168905,32.20701816984667,30,30,88
36.28216659985684,7.8375596411290545,9,88,77
74.45760839725489,18.84002510332754,9,76,76
3.93248194696465,90.42207299064464,53,29,53
43.47704425317712,39.89356950063064,37,30,30
60.78957111641717,6.114180432726723,44,76,30
43.65222312793533,44.219669620749016,30,30,30
4.48382582574961,24.915286330819576,44,30,11
82.44909482670784,6.214371375443772,42,30,21
2.715974189447201,21.089885278144425,30,94,29
96.91463466775468,56.9542605566016,94,30,30
71.14503533398043,55.296900509107886,30,30,30
77.6742515235915,48.77231251769618,30,30,30
82.87273149654489,15.148087908140194,30,76,42
28.444722077408755,68.53097504044932,44,93,44
99.66203910835752,14.406126529360108,42,42,42
33.46151246008747,70.20330278417579,44,44,30
3.8425181921882254,71.52586238244997,70,29,37
40.89077685420735,19.99072422920916,30,30,30
26.76046165543916,26.95753850936785,32,18,18
