user_lat,user_lon
29.65862267536029,94.93962753959686
11.143085624387028,44.64830033022682
59.93777380879396,79.23516406666718
89.85939309480028,20.27973343457036
22.61897544167516,25.913081127898
60.24311571396523,30.69314154991649
82.15398926987304,65.63660323946081
51.80922069233554,49.03508963822968
49.95999955316118,72.02741330731874
22.130815024079244,60.90528380291378
65.26244165636352,24.53481143296987
80.25932227232705,8.246374972188796
15.605199592730044,0.8944457695322816
87.3075021374662,99.57656816886036
31.3846448177717,67.37911899925142
15.55113737243552,97.89035442651738
88.60172230066613,18.025081789469954
18.48173969534608,14.68663635063152
71.12758119046339,85.00189585489525
0.9948871020755146,16.89618837206882
14.287101122656232,84.9984325953163
47.32457882758604,35.33766101740606
14.990666078023906,42.75268739188789
38.55293890859034,23.83089765811305
86.72248043832427,66.86381590625133
61.69302498673412,46.67312634930786
87.98552277611265,2.7913191299140494
17.21479567742412,72.71619669314622
48.88433147599371,74.77756218153377
82.53847917335334,67.36777758876984
86.1102564724157,69.90982590877056
37.19665121628801,3.5451153963996784
3.3479986032810105,72.16110958118156
90.41093390305606,63.08436267393866
48.33672328556059,36.89582202297808
96.14849542401704,11.78218516493308
86.88247200690138,99.1131437724134
10.27673408291424,49.13394030738295
43.99447548413378,2.972716971037337
47.30615855604346,66.82674016584113
9.339210430815614,64.60214292059462
82.01612386839457,74.66658707857641
57.41581495168582,94.81292908065528
37.287350931465625,42.83893837665511
94.90142486983896,62.39417647117741
57.76465088208301,37.822304154440914
68.42766342033715,75.90230654179584
12.173816827830809,62.92097542186571
98.69870370487682,65.17847011848704
9.708504848146514,86.06506255554811
53.170854531616285,49.44682984041544
11.86439039390642,67.86580599114971
42.119752445668745,56.79139842575361
23.69874234238202,7.261758982964583
88.87288950116337,56.16843889616886
91.46638781610636,94.81997632175468
3.222562002073892,63.99867642809409
17.26964059671291,82.80286562649385
53.33621389454141,18.194731768860805
0.7939626394425248,60.40604264598899
32.25233291735007,37.863989345876746
30.020610305110303,33.64308226659665
31.926267234878715,47.87045206789347
43.404020759891736,77.27172804443087
99.2950086585945,29.39651272382269
31.59122296872271,47.77407226308659
97.18729640301656,45.31602501747176
